id,creation_date,last_log_time,ref,id_arbo,marque,id_status,status,contrat,type_ticket,ticket_admin,read,distributeur,station,code_barres,date_achat,ticket_total_log_count,ticket_log_count_today
447461,20.04.2023,19.12.2023,Y-HDBT42-1,55,HYUNDAI,16,"La station doit faire un diagnostic de la machine.","SWAP REUSED","Demande de réparation en station.","Marc SWAP 82",0,CDISCOUNT,"SWAP REUSED ",3664142417859,2023-04-04,16,0
461215,31.05.2023,04.03.2024,HDBT42-1A,55,HYUNDAI,5,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","BUILDER / TCK","Demande de réparation en station.","02 - Agent Administratif SWAP",1,"GERAL - BRICOMARCHE 20258","GERAL - BRICOMARCHE 20258",3661602045584,2023-05-12,25,0
461782,01.06.2023,06.06.2023,AL451SHQ,62,ALPINA,35,"Modération par un administrateur du devis proposé par la station","HG Divers","Prise en charge Hors Garantie",Boris,1,"SWAP VENDOR TEST",SAV16,8008984841420,2023-06-01,3,0
470137,23.06.2023,14.02.2024,RAC5174F,1248,RACING,7,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","BUILDER / TCK","Demande de réparation en station.","02 - Agent Administratif SWAP",1,"BRICO DEPOT BOURGES ST GERMAIN DU PUY 1705 ","JAMO SARL ",3661602046291,2023-03-28,20,0
470462,25.06.2023,27.02.2024,"BG PRO 92 HRBK 13CM71SE655",217,BESTGREEN,5,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","MTD - assist. dom.","Demande de réparation en station.",Roulio,0,"BRICOMARCHE OHANA PDV09699","GILLES MAGNIER",3505391038337,2023-04-14,17,0
475571,10.07.2023,16.01.2024,HTDT561ES-1,62,HYUNDAI,16,"La station doit faire un diagnostic de la machine.","BUILDER / TCK","Demande de réparation en station.","02 - Agent Administratif SWAP",1,CAPITOOLS,"123 ENERGIE MOTOCULTURE",3661602019424,2021-07-05,8,0
476130,11.07.2023,29.02.2024,"Minirider 76 RDE 13B726SD600",217,MTD,16,"La station doit faire un diagnostic de la machine.","MTD - assist. dom.","Demande de réparation en station.",Roulio,1,"LEROY MERLIN E-COMMERCE 380",REPAR'MAT,,2022-12-07,12,0
478447,18.07.2023,25.07.2023,RAC511BSRP-A,1248,RACING,40,"La réparation a été effectuée avec succès","BUILDER / TCK","Prise en charge Hors Garantie","LPM Nesma",1,"LATI - BRICOMARCHE PDV20210","SWAP 53",3661602025357,2022-06-22,19,0
478710,19.07.2023,04.01.2024,"Litchi 2500w",1044,YUZU,18,"Le ticket a été clôturé pour diagnostic","Clim Litchi","Demande de réparation en station.","Florian MERCURI",0,"CASTORAMA VITROLLES MAG N°1445","SWAP 13",,2023-06-16,25,0
479207,20.07.2023,20.07.2023,"SPH-00029C  Grey",703,BRICOMARCHE,34,"La station établit son devis pour réparer la machine","BCM Better Choice","Prise en charge Hors Garantie","01 - Agent Technique SWAP",1,"AULCRI - BRICOMARCHE pdv04310",NULL,3999991616420,2022-07-15,1,0
484049,06.08.2023,25.09.2023,RAC4661PL,62,RACING,16,"La station doit faire un diagnostic de la machine.","BUILDER / TCK","Demande de Garantie","Dan Vitellaro",0,"BUY AND DROP UK",NULL,3661602047441,2023-05-02,8,0
485648,11.08.2023,14.02.2024,883425,62,GARDENSTAR,5,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Auchan retail international","Demande de réparation en station.",Leonel,1,"AUCHAN VILLARS","AF MOTOCULTURE - ITINERANT UNIQUEMENT SUR RDV",3245676375558,2022-05-29,28,0
485649,11.08.2023,11.08.2023,66282776,62,STERWINS,34,"La station établit son devis pour réparer la machine","LEROY MERLIN FR - STERWINS","Prise en charge Hors Garantie","02 - Agent Administratif SWAP",1,"LEROY MERLIN BEAUVAIS 191","JARDINS DE LAIGNEVILLE",,2021-05-30,1,0
485783,12.08.2023,21.02.2024,RAC5614F-A,1248,RACING,16,"La station doit faire un diagnostic de la machine.","BUILDER / TCK","Demande de réparation en station.","02 - Agent Administratif SWAP",0,"BRICOPRIVE L'UNION","EIRL REPART59",3661602019363,2022-07-03,11,0
486376,14.08.2023,29.02.2024,TTROP224,217,TITAN,5,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.",KINGFISHER,"Demande de réparation en station.",Leonel,1,"BRICO DEPOT 1792 SARREBOURG","REPARATION EXPRESS",5059340349039,2023-03-27,20,0
487636,18.08.2023,29.02.2024,HTDT561RP-A,1248,HYUNDAI,16,"La station doit faire un diagnostic de la machine.","BUILDER / TCK","Demande de réparation en station.","02 - Agent Administratif SWAP",1,CAPITOOLS,"ESPACE 2 TEMPS",3661602014931,2023-03-11,11,0
487714,18.08.2023,04.03.2024,LR180-L-EU,182,SENIX,7,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","YAT - Robots","Demande de réparation en station.","02 - Agent Administratif SWAP",1,"LECLERC SAV",AMMECA,3459223609113,2023-03-01,24,0
487748,18.08.2023,28.09.2023,ZTR480EX,696,RYOBI,16,"La station doit faire un diagnostic de la machine.",RYOBI,"Demande de Garantie",Michel,0,"LEROY MERLIN BAYONNE 071",NULL,4058546322007,2022-07-29,6,0
488513,21.08.2023,28.09.2023,OLM1833B,189,RYOBI,3,"Une demande de garantie a été effectuée. La demande est en cours de modération par SWAP","HG Divers","Demande de Garantie",Michel,0,"SWAP REUSED ",NULL,,2023-08-10,8,0
489631,24.08.2023,05.03.2024,TTLMP170SP53,62,TITAN,7,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.",KINGFISHER,"Demande de réparation en station.","02 - Agent Administratif SWAP",1,"BRICO DEPOT ST BRIEUC  PLERIN  1775","OUTILS LOCA SERVICES SARL ",5063022057426,2023-05-25,17,4
489692,24.08.2023,24.08.2023,"SUP-00010 Bleu-Rouge-Vert",703,BRICOMARCHE,34,"La station établit son devis pour réparer la machine","BCM Better Choice","Prise en charge Hors Garantie","01 - Agent Technique SWAP",1,"CAPCEAN - BRICOMARCHE PDV07052",NULL,3505391111399,2023-06-08,1,0
489697,24.08.2023,24.08.2023,"SPU-00010 Ecru Grey Taupe",703,BRICOMARCHE,34,"La station établit son devis pour réparer la machine","BCM Better Choice","Prise en charge Hors Garantie","01 - Agent Technique SWAP",1,"AURADEME - BRICOMARCHE 01390",NULL,3505391111399,2022-08-20,1,0
490675,28.08.2023,28.08.2023,RAC52CDORG,858,RACING,34,"La station établit son devis pour réparer la machine","BUILDER / TCK","Prise en charge Hors Garantie","01 - Agent Technique SWAP",1,"BRICARO - BRICOMARCHE PDV20154  ","SN MOTOCULTURE",3661602025340,2023-04-06,1,0
491059,29.08.2023,29.08.2023,WR65719,62,GO/ON,34,"La station établit son devis pour réparer la machine","BCM Johnwin","Prise en charge Hors Garantie","01 - Agent Technique SWAP",1,"BRICORAMA LOOS","DEPOT LOC",3505391074854,2022-08-21,1,0
491065,29.08.2023,29.08.2023,RACD314TB,55,RACING,34,"La station établit son devis pour réparer la machine","BUILDER / TCK","Prise en charge Hors Garantie","01 - Agent Technique SWAP",1,"BRISYLVAL - BRICOMARCHE","GILLES MAGNIER",3661602043986,2023-05-05,1,0
491071,29.08.2023,29.08.2023,HDBTD50-AC,1255,HYUNDAI,34,"La station établit son devis pour réparer la machine","BUILDER / TCK","Prise en charge Hors Garantie","01 - Agent Technique SWAP",1,"DELEVEES - BRICOMARCHE PDV01241","DELEVEES - BRICOMARCHE PDV01241",3661602020611,2022-03-01,1,0
491730,31.08.2023,22.02.2024,HBTE950,402,HYUNDAI,7,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","BUILDER / TCK","Demande de réparation en station.",Nadine,0,"SWAP REUSED ","THOMAS BLANCHER MOTOCULTURE",3661602309334,2023-07-24,33,0
491794,31.08.2023,12.10.2023,Z-RACPBB40,70,RACING,3,"Une demande de garantie a été effectuée. La demande est en cours de modération par SWAP","SWAP REUSED","Demande de Garantie","Marc SWAP 82",0,"TRUFFAUT Caen",NULL,3664142554615,2023-08-31,11,0
492296,01.09.2023,28.02.2024,RAC6224PR-1,217,RACING,16,"La station doit faire un diagnostic de la machine.","BUILDER / TCK","Demande de réparation en station.","02 - Agent Administratif SWAP",1,CAPITOOLS,"BITZ SARL ",3661602049391,2023-06-29,12,0
494534,09.09.2023,06.02.2024,FTDT5096-AC,62,FEIDER,16,"La station doit faire un diagnostic de la machine.","BUILDER / TCK","Demande de réparation en station.",Fellâ,0,"AUCHAN DIEPPE (Contrat Gold)","SWAP STATION ADMIN",3661602027535,2023-08-26,10,0
494855,11.09.2023,22.02.2024,TTROP224,217,TITAN,5,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.",KINGFISHER,"Demande de réparation en station.",Leonel,1,"BRICO DEPOT TOURLAVILLE N°2353","AUVRAY MOTOCULTURE",5059340349039,2022-03-25,39,0
495108,12.09.2023,04.01.2024,RAC432KIT,58,RACING,5,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","BUILDER / TCK","Demande de réparation en station.","01 - Agent Technique SWAP",1,"BRICO DEPOT 2443 ST QUENTIN","BITZ SARL ",3661602047472,2023-07-18,21,0
495175,12.09.2023,05.02.2024,TTTP123,77,TITAN,38,"Le client doit indiquer s'il accepte ou non le devis SWAP",KINGFISHER,"Prise en charge Hors Garantie",Nadine,0,"BRICO DEPOT 1956 SARTROUVILLE","AUX CLES DU JARDINS",5059340349015,2023-05-21,12,0
495177,12.09.2023,05.02.2024,MBCP33-4,55,"MAC ALLISTER",62,"En attente de paiement du panier par le client",KINGFISHER,"Prise en charge Hors Garantie",Nadine,0,"CASTORAMA SAINT MARCEL LES VALENCE 3 MAG N°1483","CALLET MOTOCULTURE",5059340124322,2022-05-06,7,0
495480,13.09.2023,29.01.2024,FRT70EL,1251,FEIDER,38,"Le client doit indiquer s'il accepte ou non le devis SWAP","BUILDER / TCK","Prise en charge Hors Garantie",Nadine,0,"BRICOPRIVE L'UNION","AF MOTOCULTURE - ITINERANT UNIQUEMENT SUR RDV",3661602044006,2023-05-09,8,0
495803,14.09.2023,20.02.2024,RAC4639T,62,RACING,5,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","BUILDER / TCK","Demande de réparation en station.","02 - Agent Administratif SWAP",1,CDISCOUNT,"SWAP 54",3661602050250,2023-08-08,19,0
496678,18.09.2023,21.11.2023,FG8500RS,107,FEIDER,5,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","BUILDER / TCK","Demande de réparation en station.",Jan,0,"OBI market Hradec Králové","GENTLEMANSTOOLS s.r.o.",3661602049223,2023-09-12,12,0
496869,18.09.2023,05.02.2024,FFT200,664,FEIDER,34,"La station établit son devis pour réparer la machine","BUILDER / TCK","Prise en charge Hors Garantie",Nadine,0,"BRICO DEPOT NEVERS VARENNES VAUZELLES 2334","ARNAUD MOTOCULTURE",3661602025913,2022-07-29,3,0
496885,18.09.2023,29.11.2023,H84RMS,217,HELINGTON,114,"En attente de la réception de la machine réparée par le distributeur","INVIVO Garantie","Prise en charge sous Garantie - Invivo","Florian MERCURI",0,CHATELLERAULT,"SWAP 53",8008984857360,2022-04-02,19,0
497375,20.09.2023,20.09.2023,ELMP170SP51,62,ERBAUER,34,"La station établit son devis pour réparer la machine",KINGFISHER,"Prise en charge Hors Garantie","01 - Agent Technique SWAP",1,"CASTORAMA POITIERS 2 N°1452",SAV16,5059340124438,2021-07-13,1,0
497856,22.09.2023,22.09.2023,FBA20U4,184,FEIDER,34,"La station établit son devis pour réparer la machine","BUILDER / TCK","Prise en charge Hors Garantie","01 - Agent Technique SWAP",1,"3MMM RUFFEC","3MMM RUFFEC",3661602026200,2023-07-15,1,0
497925,22.09.2023,28.11.2023,TTLMP167SP51,62,TITAN,16,"La station doit faire un diagnostic de la machine.","HG Divers","Demande de Garantie","Richard DANIELI",0,"BRICO DEPOT BREST N°2364 ",NULL,,2022-05-05,5,0
498084,23.09.2023,06.12.2023,H98EMS,217,HELINGTON,114,"En attente de la réception de la machine réparée par le distributeur","INVIVO Garantie","Prise en charge sous Garantie - Invivo","Florian MERCURI",0,CHATELLERAULT,"SWAP 53",8008984856684,2022-12-03,19,0
498891,26.09.2023,28.02.2024,RAC3100-A,107,RACING,7,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","BUILDER / TCK","Demande de réparation en station.","Ghizlane ",0,"BRICO DEPOT ALZIRA-VALENCIA","REPARA TALLER",3661602017666,2022-07-21,19,0
499839,29.09.2023,18.12.2023,HTDT5070ES-A,62,HYUNDAI,1,"La station doit choisir comment s'occuper de la machine.","BUILDER / TCK","Demande de réparation en station.",Jan,0,"ALZA CZ","SERVISCENTRUM PROFI s.r.o.",3661602014924,2022-05-10,28,0
500291,02.10.2023,27.02.2024,HTDT4650ES,62,HYUNDAI,7,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","BUILDER / TCK","Demande de réparation en station.","02 - Agent Administratif SWAP",1,"GAUJAX - BRICOMARCHE pdv02251","CALLET MOTOCULTURE",3661602049377,2023-06-09,20,0
500325,02.10.2023,05.10.2023,MPWP2700,104,"MAC ALLISTER",40,"La réparation a été effectuée avec succès",KINGFISHER,"Prise en charge Hors Garantie","02 - Agent Administratif SWAP",1,"CASTORAMA LA GARDE TOULON 2 N°1474","SWAP 13",5059340104119,2023-05-24,6,0
500644,03.10.2023,03.10.2023,FRT75BS125,217,FEIDER,34,"La station établit son devis pour réparer la machine","BUILDER / TCK","Prise en charge Hors Garantie","01 - Agent Technique SWAP",1,"LEROY MERLIN BREST 193","MOTOCULTURE DE L'AULNE",3661602018434,2022-07-20,1,0
500760,03.10.2023,02.03.2024,LR180-L-EU,182,SENIX,16,"La station doit faire un diagnostic de la machine.","YAT - Robots","Demande de réparation en station.","02 - Agent Administratif SWAP",1,"Brico E.Leclerc Quimperlé",AMMECA,3459223609113,2023-03-03,10,0
500867,03.10.2023,05.03.2024,HTDT5075-A1,62,HYUNDAI,7,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","BUILDER / TCK","Demande de réparation en station.","02 - Agent Administratif SWAP",1,"CASTORAMA CHAMBERY n°1469",REPAR'MAT,3661602023414,2022-05-20,23,3
501260,05.10.2023,27.02.2024,GL3AQ-39947-145,704,"NO NAME",16,"La station doit faire un diagnostic de la machine.","BCM JIWEI ","Demande de réparation en station.",Serge,0,"SOGILUC - BRICOMARCHE pdv20352","SOGILUC - BRICOMARCHE pdv20352",3505391101956,2023-07-14,7,0
501814,07.10.2023,21.02.2024,"BG OM 43 (SLN43F)",58,BESTGREEN,5,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","BCM Sunray","Demande de réparation en station.","02 - Agent Administratif SWAP",1,"BRICORAMA LA REOLE","FERRER MOTOCULTURE",3505391130758,2023-07-11,20,0
502283,09.10.2023,28.02.2024,HTRT65-2C,35,HYUNDAI,16,"La station doit faire un diagnostic de la machine.","BUILDER / TCK","Demande de réparation en station.","02 - Agent Administratif SWAP",1,"BRIDECAR - BRICOMARCHE pdv20089","SWAP REUSED ",3661602049094,0000-00-00,14,0
502395,11.10.2023,18.01.2024,TTLMP675SP51-M&S,62,TITAN,14,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ",KINGFISHER,"Prise en charge Hors Garantie",Nadine,0,"BRICO DEPOT BORDEAUX - ARTIGUES N°2371","JEAN-YVES MOTOCULTURE EURL",5059340124452,2023-04-14,12,0
502398,11.10.2023,20.01.2024,TTLMP170SP53,62,TITAN,62,"En attente de paiement du panier par le client",KINGFISHER,"Prise en charge Hors Garantie",Nadine,1,"BRICO DEPOT 1725 CHOLET","SERVIMAC CHEMILLE ",5063022057426,2023-05-19,6,0
502753,12.10.2023,05.03.2024,RAC52CDORG,858,RACING,16,"La station doit faire un diagnostic de la machine.","BUILDER / TCK","Demande de réparation en station.","02 - Agent Administratif SWAP",1,"CAMBLO - BRICOMARCHE pdv20269","SWAP 82",3661602025340,2023-05-06,12,2
503011,12.10.2023,05.02.2024,MLMP300SP40,62,"MAC ALLISTER",37,"La prestation n'a pas pu aboutir",KINGFISHER,"Prise en charge Hors Garantie",Nadine,0,"CASTORAMA MELUN Mag N° 1423","SAN JOSE MATERIELS JARDIN ",5059340124513,2022-05-25,7,0
503222,13.10.2023,13.10.2023,"BCU-0091 Anthracite",703,PERFECTLINE,34,"La station établit son devis pour réparer la machine","BCM Better Choice","Prise en charge Hors Garantie","01 - Agent Technique SWAP",1,"BRICO CASH LANNION SA DELORME",NULL,3505391102359,2023-06-23,1,0
503706,16.10.2023,30.01.2024,RAC52CDORG,858,RACING,7,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","BUILDER / TCK","Demande de réparation en station.","02 - Agent Administratif SWAP",1,"SUCYBRI - BRICOMARCHE pdv20211 SAV JARDIN","CHS MOTOCULTURE",3661602025340,2023-07-14,13,0
503809,16.10.2023,22.02.2024,FMTB80,77,FEIDER,7,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","BUILDER / TCK","Demande de réparation en station.","02 - Agent Administratif SWAP",1,"SU ECHILLAIS","ROMAIN MOTOCULTURE",3661602030238,2022-07-06,20,0
503957,16.10.2023,21.11.2023,FGHi3500,1165,FEIDER,16,"La station doit faire un diagnostic de la machine.","BUILDER / TCK","Demande de réparation en station.",Jan,0,DOMATECH,"GENTLEMANSTOOLS s.r.o.",3661602041173,2022-08-05,4,0
504021,17.10.2023,10.02.2024,TTLMP300SP40,62,TITAN,62,"En attente de paiement du panier par le client",KINGFISHER,"Prise en charge Hors Garantie",Nadine,0,"BRICO DEPOT BLOIS - VILLEBAROU N°2338",DSM41,5059340128832,2022-06-28,7,0
504616,19.10.2023,19.10.2023,RAC42PB-2,55,RACING,34,"La station établit son devis pour réparer la machine","BUILDER / TCK","Prise en charge Hors Garantie","01 - Agent Technique SWAP",1,CDISCOUNT,"BATUEL MOTOCULTURE",3661602005823,2022-06-10,1,0
504711,19.10.2023,01.03.2024,HDBT65,55,HYUNDAI,16,"La station doit faire un diagnostic de la machine.","BUILDER / TCK","Demande de réparation en station.","02 - Agent Administratif SWAP",1,"LES TROIS SOLEIL - BRICOMARCHE PDV20298","SWAP REUSED ",3661602049384,2023-05-27,10,0
504766,19.10.2023,05.02.2024,MBCP33-4,55,"MAC ALLISTER",38,"Le client doit indiquer s'il accepte ou non le devis SWAP",KINGFISHER,"Prise en charge Hors Garantie",Nadine,0,"CASTORAMA LIMOGES MAG N°1430",SAV16,5059340124322,2022-06-19,7,0
504855,20.10.2023,20.10.2023,"BCU-0091 Anthracite",703,PERFECTLINE,34,"La station établit son devis pour réparer la machine","BCM Better Choice","Prise en charge Hors Garantie","01 - Agent Technique SWAP",1,"BRICOMARCHE YVETOT SOCAPIDO",NULL,3505391102359,2022-08-13,1,0
504880,20.10.2023,05.02.2024,TTLMP200SP53VS,62,TITAN,37,"La prestation n'a pas pu aboutir",KINGFISHER,"Prise en charge Hors Garantie",Nadine,0,"BRICO DEPOT 1769 LEERS","VERT MECANIK",5063022057433,2023-05-07,7,0
505411,23.10.2023,05.02.2024,MLMP675SP51-MS,62,"MAC ALLISTER",62,"En attente de paiement du panier par le client",KINGFISHER,"Prise en charge Hors Garantie",Nadine,0,"CASTORAMA SAINT MARCEL LES VALENCE 3 MAG N°1483","JM CYCLE ET MOTOCULTURE",5059340124469,2022-05-10,8,0
505467,23.10.2023,01.02.2024,TTTP123,77,TITAN,2,"La station a fait une demande de réparation qui doit être modérée par un admin.",KINGFISHER,"Demande de réparation en station.",Leonel,0,"BRICO DEPOT 1792 SARREBOURG","REPARATION EXPRESS",5059340349015,2022-04-28,12,0
505496,23.10.2023,27.10.2023,Z-HDBT50-1,55,HYUNDAI,16,"La station doit faire un diagnostic de la machine.","SWAP REUSED","Demande de réparation en station.","Marc SWAP 82",0,"SWAP REUSED ","SWAP REUSED ",3664142596134,2023-10-20,15,0
505780,24.10.2023,29.02.2024,TTLMP750SP53,62,TITAN,37,"La prestation n'a pas pu aboutir",KINGFISHER,"Prise en charge Hors Garantie",Nadine,1,"BRICO DEPOT 1711 CHARLEVILLE","SAN JOSE MATERIELS JARDIN ",5063022057471,2023-05-13,9,0
505783,24.10.2023,05.02.2024,FPLM132-6,62,CASTORAMA,38,"Le client doit indiquer s'il accepte ou non le devis SWAP",KINGFISHER,"Prise en charge Hors Garantie",Nadine,0,"CASTORAMA LIMOGES MAG N°1430",SAV16,5059340359410,2023-07-21,6,0
505785,24.10.2023,05.02.2024,M5MTP33-BP-2,858,"MAC ALLISTER",34,"La station établit son devis pour réparer la machine",KINGFISHER,"Prise en charge Hors Garantie",Nadine,0,"CASTORAMA HEROUVILLE MAG 1438","WIART ETS ",5059340256085,2021-10-11,3,0
505997,25.10.2023,06.02.2024,FFBE5T,49,FEIDER,7,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","BUILDER / TCK","Demande de réparation en station.","Marc SWAP 82",0,"MR BRICOLAGE LIMOUX","SWAP 82",3661602025203,0000-00-00,12,0
506183,26.10.2023,26.10.2023,HMTB55,77,HYUNDAI,39,"Le client a accepté le devis, la station peut commencer la réparation","BUILDER / TCK","Prise en charge Hors Garantie","03 - Agent Vérification SWAP",1,"LATI - BRICOMARCHE PDV20210","SWAP 53",3661602040619,2023-10-17,5,0
507079,31.10.2023,22.11.2023,TTLMP875SP53,62,TITAN,34,"La station établit son devis pour réparer la machine",KINGFISHER,"Prise en charge Hors Garantie",Nadine,0,"BRICO DEPOT HAGUENAU SCHWEIGHOUSE SUR MODER ","ATELIERS ROTH",5063022057419,2023-07-13,2,0
507080,31.10.2023,12.02.2024,MLMP550SP46-M&S,62,"MAC ALLISTER",38,"Le client doit indiquer s'il accepte ou non le devis SWAP",KINGFISHER,"Prise en charge Hors Garantie",Nadine,0,"CASTORAMA LIMOGES MAG N°1430",SAV16,5059340124506,2022-06-11,8,0
507083,31.10.2023,05.02.2024,ELMP170SP51,62,ERBAUER,34,"La station établit son devis pour réparer la machine",KINGFISHER,"Prise en charge Hors Garantie",Nadine,0,"CASTORAMA MERIGNAC N°2537",SAV16,5059340124438,2021-06-26,3,0
507144,31.10.2023,31.10.2023,RAC6224PR-1,217,RACING,34,"La station établit son devis pour réparer la machine","BUILDER / TCK","Prise en charge Hors Garantie","01 - Agent Technique SWAP",1,"GEPUY - BRICOMARCHE pdv20168","GEPUY - BRICOMARCHE pdv20168",3661602049391,2023-08-09,1,0
507616,03.11.2023,03.11.2023,FG3300i-A2,108,FEIDER,34,"La station établit son devis pour réparer la machine","BUILDER / TCK","Prise en charge Hors Garantie","01 - Agent Technique SWAP",1,CAPITOOLS,"ABS MOTOCULTURE",3661602050212,2023-10-29,1,0
507696,03.11.2023,31.01.2024,TTLMP170SP53,62,TITAN,16,"La station doit faire un diagnostic de la machine.",KINGFISHER,"Demande de réparation en station.",Leonel,0,"BRICO DEPOT MONTEREAU CANNES ÉCLUSE 1788 ","BOURGOGNE UTILITAIRES ESPACE MOTOCULTURE",5063022057426,2023-05-17,10,0
508116,06.11.2023,22.02.2024,M5MTP33-BP-2,858,"MAC ALLISTER",16,"La station doit faire un diagnostic de la machine.",KINGFISHER,"Demande de réparation en station.","02 - Agent Administratif SWAP",1," CASTORAMA LESCAR PAU MAG N°1512",RECYCLECO,5059340256085,2023-05-19,11,0
508228,07.11.2023,05.03.2024,HMP1318,129,HYUNDAI,3,"Une demande de garantie a été effectuée. La demande est en cours de modération par SWAP","BUILDER / TCK","Demande de réparation en station.","02 - Agent Administratif SWAP",1,"LEROY MERLIN NICE 006","BVM MOTOCULTURE",3661602020895,2022-04-29,19,1
508377,07.11.2023,08.11.2023,FCPR4700,1043,FEIDER,16,"La station doit faire un diagnostic de la machine.","BUILDER / TCK","Demande de réparation en station.","Florian STEFANI",0,"BRICO DEPOT VAIRES SUR MARNE 1906 ","SWAP 13 - Florian S",3661602050243,2023-06-08,5,0
508456,08.11.2023,08.11.2023,HTRTPRO5350-4-1,35,HYUNDAI,34,"La station établit son devis pour réparer la machine","BUILDER / TCK","Prise en charge Hors Garantie","01 - Agent Technique SWAP",1,"BRICO DEPOT AMIENS 2350","BERNARD MARTIN",3661602011466,2023-09-06,1,0
508509,08.11.2023,08.11.2023,VULCANO,758,FEIDER,34,"La station établit son devis pour réparer la machine","BUILDER / TCK","Prise en charge Hors Garantie","02 - Agent Administratif SWAP",1,"BRICORAMA ARPAJON","SWAP 31",3661602030474,2022-12-10,1,0
508828,09.11.2023,13.11.2023,SONDRIO,1057,GOODHOME,16,"La station doit faire un diagnostic de la machine.",GOODHOME,"Demande de Garantie",Roulio,0,"CASTORAMA POITIERS 2 N°1452",NULL,,2023-05-24,2,0
509011,10.11.2023,24.01.2024,EZG3000,107,ENERGIZER,7,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","BUILDER / TCK","Demande de réparation en station.","02 - Agent Administratif SWAP",1,"BRICOPRIVE L'UNION","ABS MOTOCULTURE",3661602019974,2023-10-24,15,0
509686,14.11.2023,08.02.2024,EGT18-Li,89,ERBAUER,38,"Le client doit indiquer s'il accepte ou non le devis SWAP",KINGFISHER,"Prise en charge Hors Garantie","Jean Michel",0,"CASTORAMA AIX LES MILLES N°1441","BVM MOTOCULTURE",3663602418245,2022-05-02,9,0
509691,14.11.2023,28.11.2023,TT6MTP52,58,TITAN,35,"Modération par un administrateur du devis proposé par la station",KINGFISHER,"Prise en charge Hors Garantie",Nadine,0,"BRICO DEPOT RENNES - ST-GREGOIRE N°2447",MAT'DOC,5059340348933,2023-06-01,4,0
509692,14.11.2023,12.02.2024,PPLMP166SP51,62,"PERFORMANCE POWER",38,"Le client doit indiquer s'il accepte ou non le devis SWAP",KINGFISHER,"Prise en charge Hors Garantie",Nadine,0,"CASTORAMA BREST Mag N°1485 ","MOTOCULTURE DE L'AULNE",5059340146157,2023-03-01,9,0
509693,14.11.2023,12.02.2024,PPLMP139SP46,62,"PERFORMANCE POWER",38,"Le client doit indiquer s'il accepte ou non le devis SWAP",KINGFISHER,"Prise en charge Hors Garantie",Nadine,0,"CASTORAMA BREST Mag N°1485 ","MOTOCULTURE DE L'AULNE",5059340124414,2022-05-02,6,0
509696,14.11.2023,05.02.2024,TTLMP170SP53-SOLO,62,TITAN,37,"La prestation n'a pas pu aboutir",KINGFISHER,"Prise en charge Hors Garantie",Nadine,0,"BRICO DEPOT MORLAIX PLOUIGNEAU 2375","OUTILS LOCA SERVICES SARL ",5063022057402,2023-08-19,7,0
509704,14.11.2023,12.02.2024,TT5MTP26-2,58,TITAN,38,"Le client doit indiquer s'il accepte ou non le devis SWAP",KINGFISHER,"Prise en charge Hors Garantie",Nadine,0,"BRICO DEPOT HAGUENAU SCHWEIGHOUSE SUR MODER ","MSCA MECANIQUE SCHAEFER CENTRE ALSACE",5059340256061,2022-11-30,10,0
